Date,Province_name,Confirmed
2020/7/2,Ontario,37242
2020/7/3,Ontario,37407
2020/7/4,Ontario,37525
2020/7/5,Ontario,37653
2020/7/6,Ontario,37829
2020/7/7,Ontario,37917
2020/7/8,Ontario,38079
2020/7/9,Ontario,38200
2020/7/10,Ontario,38323
2020/7/11,Ontario,38398
2020/7/12,Ontario,38481
2020/7/13,Ontario,38730
2020/7/14,Ontario,38814
2020/7/15,Ontario,38918
2020/7/16,Ontario,39043
2020/7/17,Ontario,39164
2020/7/18,Ontario,39316
2020/7/19,Ontario,39434
2020/7/20,Ontario,39553
2020/7/21,Ontario,39718
2020/7/22,Ontario,39824
2020/7/23,Ontario,39936
2020/7/24,Ontario,40341
2020/7/25,Ontario,40457
2020/7/26,Ontario,40558
2020/7/27,Ontario,40673
2020/7/28,Ontario,40787
2020/7/29,Ontario,40873
2020/7/30,Ontario,40953
2020/7/31,Ontario,41178
2020/8/1,Ontario,41257
2020/8/2,Ontario,41333
2020/8/3,Ontario,41391
2020/8/4,Ontario,41495
2020/8/5,Ontario,41560
2020/8/6,Ontario,41635
2020/8/7,Ontario,41815
2020/8/8,Ontario,41894
2020/8/9,Ontario,41962
2020/8/10,Ontario,42082
2020/8/11,Ontario,42162
2020/8/12,Ontario,42233
2020/8/13,Ontario,42313
2020/8/14,Ontario,42412
2020/8/15,Ontario,42501
2020/8/16,Ontario,42563
2020/8/17,Ontario,42686
2020/8/18,Ontario,42800
2020/8/19,Ontario,42890
2020/8/20,Ontario,42983
2020/8/21,Ontario,43126
2020/8/22,Ontario,43218
2020/8/23,Ontario,43323
2020/8/24,Ontario,43454
2020/8/25,Ontario,43541
2020/8/26,Ontario,43658
2020/8/27,Ontario,43801
2020/8/28,Ontario,43919
2020/8/29,Ontario,44045
2020/8/30,Ontario,44143
2020/8/31,Ontario,44279
2020/9/1,Ontario,44418
2020/9/2,Ontario,44572
2020/9/3,Ontario,44720
2020/9/4,Ontario,44852
2020/9/5,Ontario,45019
2020/9/6,Ontario,45156
2020/9/7,Ontario,45314
2020/9/8,Ontario,45545
2020/9/9,Ontario,45724
2020/9/10,Ontario,45887
2020/9/11,Ontario,46118
2020/9/12,Ontario,46323
2020/9/13,Ontario,46485
2020/9/14,Ontario,46905
2020/9/15,Ontario,47165
2020/9/16,Ontario,47488
2020/9/17,Ontario,47688
2020/9/18,Ontario,48219
2020/9/19,Ontario,48317
2020/9/20,Ontario,48950
2020/9/21,Ontario,49442
2020/9/22,Ontario,49944
2020/9/23,Ontario,50273
2020/9/24,Ontario,50637
2020/9/25,Ontario,51166
2020/9/26,Ontario,51439
2020/9/27,Ontario,52134
2020/9/28,Ontario,52449
2020/9/29,Ontario,53115
2020/9/30,Ontario,54059
2020/10/1,Ontario,54643
2020/10/2,Ontario,55375
2020/10/3,Ontario,55522
2020/10/4,Ontario,56544
2020/10/5,Ontario,57238
2020/10/6,Ontario,57795
2020/10/7,Ontario,58202
2020/10/8,Ontario,58913
2020/10/9,Ontario,60189
2020/10/10,Ontario,61078
2020/10/11,Ontario,61678
2020/10/12,Ontario,61678
2020/10/13,Ontario,63300
2020/10/14,Ontario,64092
2020/10/15,Ontario,64826
2020/10/16,Ontario,65730
2020/10/17,Ontario,65869
2020/10/18,Ontario,67027
2020/10/19,Ontario,67749
2020/10/20,Ontario,68556
2020/10/21,Ontario,69362
2020/10/22,Ontario,70270
2020/10/23,Ontario,71140
2020/10/24,Ontario,71423
2020/10/25,Ontario,73143
2020/10/26,Ontario,73984
2020/10/27,Ontario,74867
2020/10/28,Ontario,75665
2020/10/29,Ontario,76660
2020/10/30,Ontario,77655
2020/10/31,Ontario,78532
2020/11/1,Ontario,79515
2020/11/2,Ontario,80570
2020/11/3,Ontario,81686
2020/11/4,Ontario,82687
2020/11/5,Ontario,82834
2020/11/6,Ontario,84759
2020/11/7,Ontario,85991
2020/11/8,Ontario,87205
2020/11/9,Ontario,88696
2020/11/10,Ontario,90227
2020/11/11,Ontario,91613
2020/11/12,Ontario,93145
2020/11/13,Ontario,94570
2020/11/14,Ontario,95964
2020/11/15,Ontario,97371
2020/11/16,Ontario,98778
2020/11/17,Ontario,100214
2020/11/18,Ontario,101508
2020/11/19,Ontario,102867
2020/11/20,Ontario,104307
2020/11/21,Ontario,105860
2020/11/22,Ontario,107347
2020/11/23,Ontario,108677
2020/11/24,Ontario,110066
2020/11/25,Ontario,111376
2020/11/26,Ontario,112898
2020/11/27,Ontario,114749
2020/11/28,Ontario,116517
2020/11/29,Ontario,118150
2020/11/30,Ontario,119897
2020/12/1,Ontario,121770
2020/12/2,Ontario,123639
2020/12/3,Ontario,125233
2020/12/4,Ontario,127130
2020/12/5,Ontario,128997
2020/12/6,Ontario,130962
2020/12/7,Ontario,132736
2020/12/8,Ontario,134605
2020/12/9,Ontario,136599
2020/12/10,Ontario,138529
2020/12/11,Ontario,140320
2020/12/12,Ontario,142171
2020/12/13,Ontario,143873
2020/12/14,Ontario,146067
2020/12/15,Ontario,148233
2020/12/16,Ontario,150468
2020/12/17,Ontario,152898
2020/12/18,Ontario,155180
2020/12/19,Ontario,157749
2020/12/20,Ontario,159871
2020/12/21,Ontario,162052
2020/12/22,Ontario,164318
2020/12/23,Ontario,166802
2020/12/24,Ontario,169137
2020/12/25,Ontario,169694
2020/12/26,Ontario,171892
2020/12/27,Ontario,173655
2020/12/28,Ontario,176814
2020/12/29,Ontario,179198
2020/1/22,Prince Edward Island,0
2020/1/23,Prince Edward Island,0
2020/1/24,Prince Edward Island,0
2020/1/25,Prince Edward Island,0
2020/1/26,Prince Edward Island,0
2020/1/27,Prince Edward Island,0
2020/1/28,Prince Edward Island,0
2020/1/29,Prince Edward Island,0
2020/1/30,Prince Edward Island,0
2020/1/31,Prince Edward Island,0
2020/2/1,Prince Edward Island,0
2020/2/2,Prince Edward Island,0
2020/2/3,Prince Edward Island,0
2020/2/4,Prince Edward Island,0
2020/2/5,Prince Edward Island,0
2020/2/6,Prince Edward Island,0
2020/2/7,Prince Edward Island,0
2020/2/8,Prince Edward Island,0
2020/2/9,Prince Edward Island,0
2020/2/10,Prince Edward Island,0
2020/2/11,Prince Edward Island,0
2020/2/12,Prince Edward Island,0
2020/2/13,Prince Edward Island,0
2020/2/14,Prince Edward Island,0
2020/2/15,Prince Edward Island,0
2020/2/16,Prince Edward Island,0
2020/2/17,Prince Edward Island,0
2020/2/18,Prince Edward Island,0
2020/2/19,Prince Edward Island,0
2020/2/20,Prince Edward Island,0
2020/2/21,Prince Edward Island,0
2020/2/22,Prince Edward Island,0
2020/2/23,Prince Edward Island,0
2020/2/24,Prince Edward Island,0
2020/2/25,Prince Edward Island,0
2020/2/26,Prince Edward Island,0
2020/2/27,Prince Edward Island,0
2020/2/28,Prince Edward Island,0
2020/2/29,Prince Edward Island,0
2020/3/1,Prince Edward Island,0
2020/3/2,Prince Edward Island,0
2020/3/3,Prince Edward Island,0
2020/3/4,Prince Edward Island,0
2020/3/5,Prince Edward Island,0
2020/3/6,Prince Edward Island,0
2020/3/7,Prince Edward Island,0
2020/3/8,Prince Edward Island,0
2020/3/9,Prince Edward Island,0
2020/3/10,Prince Edward Island,0
2020/3/11,Prince Edward Island,0
2020/3/12,Prince Edward Island,0
2020/3/13,Prince Edward Island,0
2020/3/14,Prince Edward Island,0
2020/3/15,Prince Edward Island,1
2020/3/16,Prince Edward Island,1
2020/3/17,Prince Edward Island,1
2020/3/18,Prince Edward Island,1
2020/3/19,Prince Edward Island,2
2020/3/20,Prince Edward Island,2
2020/3/21,Prince Edward Island,2
2020/3/22,Prince Edward Island,3
2020/3/23,Prince Edward Island,3
2020/3/24,Prince Edward Island,3
2020/3/25,Prince Edward Island,5
2020/3/26,Prince Edward Island,5
2020/3/27,Prince Edward Island,9
2020/3/28,Prince Edward Island,11
2020/3/29,Prince Edward Island,11
2020/3/30,Prince Edward Island,18
2020/3/31,Prince Edward Island,21
2020/4/1,Prince Edward Island,21
2020/4/2,Prince Edward Island,22
2020/4/3,Prince Edward Island,22
2020/4/4,Prince Edward Island,22
2020/4/5,Prince Edward Island,22
2020/4/6,Prince Edward Island,22
2020/4/7,Prince Edward Island,22
2020/4/8,Prince Edward Island,25
2020/4/9,Prince Edward Island,25
2020/4/10,Prince Edward Island,25
2020/4/11,Prince Edward Island,25
2020/4/12,Prince Edward Island,25
2020/4/13,Prince Edward Island,25
2020/4/14,Prince Edward Island,25
2020/4/15,Prince Edward Island,26
2020/4/16,Prince Edward Island,26
2020/4/17,Prince Edward Island,26
2020/4/18,Prince Edward Island,26
2020/4/19,Prince Edward Island,26
2020/4/20,Prince Edward Island,26
2020/4/21,Prince Edward Island,26
2020/4/22,Prince Edward Island,26
2020/4/23,Prince Edward Island,26
2020/4/24,Prince Edward Island,26
2020/4/25,Prince Edward Island,26
2020/4/26,Prince Edward Island,26
2020/4/27,Prince Edward Island,26
2020/4/28,Prince Edward Island,27
2020/4/29,Prince Edward Island,27
2020/4/30,Prince Edward Island,27
2020/5/1,Prince Edward Island,27
2020/5/2,Prince Edward Island,27
2020/5/3,Prince Edward Island,27
2020/5/4,Prince Edward Island,27
2020/5/5,Prince Edward Island,27
2020/5/6,Prince Edward Island,27
2020/5/7,Prince Edward Island,27
2020/5/8,Prince Edward Island,27
2020/5/9,Prince Edward Island,27
2020/5/10,Prince Edward Island,27
2020/5/11,Prince Edward Island,27
2020/5/12,Prince Edward Island,27
2020/5/13,Prince Edward Island,27
2020/5/14,Prince Edward Island,27
2020/5/15,Prince Edward Island,27
2020/5/16,Prince Edward Island,27
2020/5/17,Prince Edward Island,27
2020/5/18,Prince Edward Island,27
2020/5/19,Prince Edward Island,27
2020/5/20,Prince Edward Island,27
2020/5/21,Prince Edward Island,27
2020/5/22,Prince Edward Island,27
2020/5/23,Prince Edward Island,27
2020/5/24,Prince Edward Island,27
2020/5/25,Prince Edward Island,27
2020/5/26,Prince Edward Island,27
2020/5/27,Prince Edward Island,27
2020/5/28,Prince Edward Island,27
2020/5/29,Prince Edward Island,27
2020/5/30,Prince Edward Island,27
2020/5/31,Prince Edward Island,27
2020/6/1,Prince Edward Island,27
2020/6/2,Prince Edward Island,27
2020/6/3,Prince Edward Island,27
2020/6/4,Prince Edward Island,27
2020/6/5,Prince Edward Island,27
2020/6/6,Prince Edward Island,27
2020/6/7,Prince Edward Island,27
2020/6/8,Prince Edward Island,27
2020/6/9,Prince Edward Island,27
2020/6/10,Prince Edward Island,27
2020/6/11,Prince Edward Island,27
2020/6/12,Prince Edward Island,27
2020/6/13,Prince Edward Island,27
2020/6/14,Prince Edward Island,27
2020/6/15,Prince Edward Island,27
2020/6/16,Prince Edward Island,27
2020/6/17,Prince Edward Island,27
2020/6/18,Prince Edward Island,27
2020/6/19,Prince Edward Island,27
2020/6/20,Prince Edward Island,27
2020/6/21,Prince Edward Island,27
2020/6/22,Prince Edward Island,27
2020/6/23,Prince Edward Island,27
2020/6/24,Prince Edward Island,27
2020/6/25,Prince Edward Island,27
2020/6/26,Prince Edward Island,27
2020/6/27,Prince Edward Island,27
2020/6/28,Prince Edward Island,27
2020/6/29,Prince Edward Island,27
2020/6/30,Prince Edward Island,27
2020/7/1,Prince Edward Island,27
2020/7/2,Prince Edward Island,27
2020/7/3,Prince Edward Island,27
2020/7/4,Prince Edward Island,30
2020/7/5,Prince Edward Island,32
2020/7/6,Prince Edward Island,32
2020/7/7,Prince Edward Island,32
2020/7/8,Prince Edward Island,32
2020/7/9,Prince Edward Island,33
2020/7/10,Prince Edward Island,33
2020/7/11,Prince Edward Island,33
2020/7/12,Prince Edward Island,34
2020/7/13,Prince Edward Island,35
2020/7/14,Prince Edward Island,36
2020/7/15,Prince Edward Island,36
2020/7/16,Prince Edward Island,36
2020/7/17,Prince Edward Island,36
2020/7/18,Prince Edward Island,36
2020/7/19,Prince Edward Island,36
2020/7/20,Prince Edward Island,36
2020/7/21,Prince Edward Island,36
2020/7/22,Prince Edward Island,36
2020/7/23,Prince Edward Island,36
2020/7/24,Prince Edward Island,36
2020/7/25,Prince Edward Island,36
2020/7/26,Prince Edward Island,36
2020/7/27,Prince Edward Island,36
2020/7/28,Prince Edward Island,36
2020/7/29,Prince Edward Island,36
2020/7/30,Prince Edward Island,36
2020/7/31,Prince Edward Island,36
2020/8/1,Prince Edward Island,36
2020/8/2,Prince Edward Island,36
2020/8/3,Prince Edward Island,36
2020/8/4,Prince Edward Island,36
2020/8/5,Prince Edward Island,36
2020/8/6,Prince Edward Island,36
2020/8/7,Prince Edward Island,36
2020/8/8,Prince Edward Island,36
2020/8/9,Prince Edward Island,36
2020/8/10,Prince Edward Island,36
2020/8/11,Prince Edward Island,36
2020/8/12,Prince Edward Island,41
2020/8/13,Prince Edward Island,41
2020/8/14,Prince Edward Island,41
2020/8/15,Prince Edward Island,41
2020/8/16,Prince Edward Island,41
2020/8/17,Prince Edward Island,41
2020/8/18,Prince Edward Island,44
2020/8/19,Prince Edward Island,44
2020/8/20,Prince Edward Island,44
2020/8/21,Prince Edward Island,44
2020/8/22,Prince Edward Island,44
2020/8/23,Prince Edward Island,44
2020/8/24,Prince Edward Island,44
2020/8/25,Prince Edward Island,44
2020/8/26,Prince Edward Island,44
2020/8/27,Prince Edward Island,44
2020/8/28,Prince Edward Island,44
2020/8/29,Prince Edward Island,44
2020/8/30,Prince Edward Island,44
2020/8/31,Prince Edward Island,44
2020/9/1,Prince Edward Island,44
2020/9/2,Prince Edward Island,44
2020/9/3,Prince Edward Island,46
2020/9/4,Prince Edward Island,46
2020/9/5,Prince Edward Island,47
2020/9/6,Prince Edward Island,47
2020/9/7,Prince Edward Island,51
2020/9/8,Prince Edward Island,53
2020/9/9,Prince Edward Island,55
2020/9/10,Prince Edward Island,55
2020/9/11,Prince Edward Island,55
2020/9/12,Prince Edward Island,55
2020/9/13,Prince Edward Island,55
2020/9/14,Prince Edward Island,55
2020/9/15,Prince Edward Island,57
2020/9/16,Prince Edward Island,57
2020/9/17,Prince Edward Island,57
2020/9/18,Prince Edward Island,57
2020/9/19,Prince Edward Island,57
2020/9/20,Prince Edward Island,57
2020/9/21,Prince Edward Island,57
2020/9/22,Prince Edward Island,57
2020/9/23,Prince Edward Island,58
2020/9/24,Prince Edward Island,58
2020/9/25,Prince Edward Island,58
2020/9/26,Prince Edward Island,58
2020/9/27,Prince Edward Island,58
2020/9/28,Prince Edward Island,58
2020/9/29,Prince Edward Island,59
2020/9/30,Prince Edward Island,59
2020/10/1,Prince Edward Island,59
2020/10/2,Prince Edward Island,59
2020/10/3,Prince Edward Island,59
2020/10/4,Prince Edward Island,61
2020/10/5,Prince Edward Island,61
2020/10/6,Prince Edward Island,61
2020/10/7,Prince Edward Island,61
2020/10/8,Prince Edward Island,61
2020/10/9,Prince Edward Island,61
2020/10/10,Prince Edward Island,61
2020/10/11,Prince Edward Island,63
2020/10/12,Prince Edward Island,63
2020/10/13,Prince Edward Island,63
2020/10/14,Prince Edward Island,63
2020/10/15,Prince Edward Island,65
2020/10/16,Prince Edward Island,63
2020/10/17,Prince Edward Island,63
2020/10/18,Prince Edward Island,63
2020/10/19,Prince Edward Island,63
2020/10/20,Prince Edward Island,64
2020/10/21,Prince Edward Island,64
2020/10/22,Prince Edward Island,64
2020/10/23,Prince Edward Island,64
2020/10/24,Prince Edward Island,64
2020/10/25,Prince Edward Island,64
2020/10/26,Prince Edward Island,64
2020/10/27,Prince Edward Island,64
2020/10/28,Prince Edward Island,64
2020/10/29,Prince Edward Island,64
2020/10/30,Prince Edward Island,64
2020/10/31,Prince Edward Island,64
2020/11/1,Prince Edward Island,64
2020/11/2,Prince Edward Island,64
2020/11/3,Prince Edward Island,64
2020/11/4,Prince Edward Island,64
2020/11/5,Prince Edward Island,64
2020/11/6,Prince Edward Island,66
2020/11/7,Prince Edward Island,66
2020/11/8,Prince Edward Island,66
2020/11/9,Prince Edward Island,66
2020/11/10,Prince Edward Island,67
2020/11/11,Prince Edward Island,68
2020/11/12,Prince Edward Island,68
2020/11/13,Prince Edward Island,68
2020/11/14,Prince Edward Island,68
2020/11/15,Prince Edward Island,68
2020/11/16,Prince Edward Island,68
2020/11/17,Prince Edward Island,68
2020/11/18,Prince Edward Island,68
2020/11/19,Prince Edward Island,68
2020/11/20,Prince Edward Island,68
2020/11/21,Prince Edward Island,68
2020/11/22,Prince Edward Island,68
2020/11/23,Prince Edward Island,69
2020/11/24,Prince Edward Island,69
2020/11/25,Prince Edward Island,69
2020/11/26,Prince Edward Island,70
2020/11/27,Prince Edward Island,70
2020/11/28,Prince Edward Island,72
2020/11/29,Prince Edward Island,72
2020/11/30,Prince Edward Island,72
2020/12/1,Prince Edward Island,72
2020/12/2,Prince Edward Island,72
2020/12/3,Prince Edward Island,72
2020/12/4,Prince Edward Island,73
2020/12/5,Prince Edward Island,73
2020/12/6,Prince Edward Island,80
2020/12/7,Prince Edward Island,84
2020/12/8,Prince Edward Island,84
2020/12/9,Prince Edward Island,84
2020/12/10,Prince Edward Island,84
2020/12/11,Prince Edward Island,84
2020/12/12,Prince Edward Island,84
2020/12/13,Prince Edward Island,84
2020/12/14,Prince Edward Island,89
2020/12/15,Prince Edward Island,89
2020/12/16,Prince Edward Island,89
2020/12/17,Prince Edward Island,90
2020/12/18,Prince Edward Island,90
2020/12/19,Prince Edward Island,90
2020/12/20,Prince Edward Island,90
2020/12/21,Prince Edward Island,90
2020/12/22,Prince Edward Island,91
2020/12/23,Prince Edward Island,91
2020/12/24,Prince Edward Island,94
2020/12/25,Prince Edward Island,94
2020/12/26,Prince Edward Island,94
2020/12/27,Prince Edward Island,94
2020/12/28,Prince Edward Island,94
2020/12/29,Prince Edward Island,94
2020/1/22,Quebec,0
2020/1/23,Quebec,0
2020/1/24,Quebec,0
2020/1/25,Quebec,0
2020/1/26,Quebec,0
2020/1/27,Quebec,0
2020/1/28,Quebec,0
2020/1/29,Quebec,0
2020/1/30,Quebec,0
2020/1/31,Quebec,0
2020/2/1,Quebec,0
2020/2/2,Quebec,0
2020/2/3,Quebec,0
2020/2/4,Quebec,0
2020/2/5,Quebec,0
2020/2/6,Quebec,0
2020/2/7,Quebec,0
2020/2/8,Quebec,0
2020/2/9,Quebec,0
2020/2/10,Quebec,0
2020/2/11,Quebec,0
2020/2/12,Quebec,0
2020/2/13,Quebec,0
2020/2/14,Quebec,0
2020/2/15,Quebec,0
2020/2/16,Quebec,0
2020/2/17,Quebec,0
2020/2/18,Quebec,0
2020/2/19,Quebec,0
2020/2/20,Quebec,0
2020/2/21,Quebec,0
2020/2/22,Quebec,0
2020/2/23,Quebec,0
2020/2/24,Quebec,0
2020/2/25,Quebec,0
2020/2/26,Quebec,0
2020/2/27,Quebec,0
2020/2/28,Quebec,1
2020/2/29,Quebec,1
2020/3/1,Quebec,1
2020/3/2,Quebec,1
2020/3/3,Quebec,1
2020/3/4,Quebec,1
2020/3/5,Quebec,2
2020/3/6,Quebec,2
2020/3/7,Quebec,3
2020/3/8,Quebec,4
2020/3/9,Quebec,4
2020/3/10,Quebec,4
2020/3/11,Quebec,8
2020/3/12,Quebec,9
2020/3/13,Quebec,17
2020/3/14,Quebec,17
2020/3/15,Quebec,24
2020/3/16,Quebec,50
2020/3/17,Quebec,74
2020/3/18,Quebec,94
2020/3/19,Quebec,121
2020/3/20,Quebec,139
2020/3/21,Quebec,181
2020/3/22,Quebec,219
2020/3/23,Quebec,628
2020/3/24,Quebec,1013
2020/3/25,Quebec,1342
2020/3/26,Quebec,1632
2020/3/27,Quebec,2024
2020/3/28,Quebec,2498
2020/3/29,Quebec,2840
2020/3/30,Quebec,3430
2020/3/31,Quebec,4162
2020/4/1,Quebec,4611
2020/4/2,Quebec,5518
2020/4/3,Quebec,6101
2020/4/4,Quebec,6101
2020/4/5,Quebec,7944
2020/4/6,Quebec,8580
2020/4/7,Quebec,9340
2020/4/8,Quebec,10031
2020/4/9,Quebec,10912
2020/4/10,Quebec,11677
2020/4/11,Quebec,12292
2020/4/12,Quebec,12846
2020/4/13,Quebec,13557
2020/4/14,Quebec,14248
2020/4/15,Quebec,14860
2020/4/16,Quebec,15857
2020/4/17,Quebec,16798
2020/4/18,Quebec,17521
2020/4/19,Quebec,17950
2020/4/20,Quebec,19319
2020/4/21,Quebec,20126
2020/4/22,Quebec,20965
2020/4/23,Quebec,21838
2020/4/24,Quebec,22616
2020/4/25,Quebec,23267
2020/4/26,Quebec,24109
2020/4/27,Quebec,24983
2020/4/28,Quebec,25761
2020/4/29,Quebec,26610
2020/4/30,Quebec,27550
2020/5/1,Quebec,28656
2020/5/2,Quebec,29664
2020/5/3,Quebec,31873
2020/5/4,Quebec,32631
2020/5/5,Quebec,33425
2020/5/6,Quebec,34334
2020/5/7,Quebec,35249
2020/5/8,Quebec,36161
2020/5/9,Quebec,36997
2020/5/10,Quebec,37732
2020/5/11,Quebec,38480
2020/5/12,Quebec,39235
2020/5/13,Quebec,39940
2020/5/14,Quebec,40732
2020/5/15,Quebec,41429
2020/5/16,Quebec,42192
2020/5/17,Quebec,42928
2020/5/18,Quebec,43636
2020/5/19,Quebec,44206
2020/5/20,Quebec,44784
2020/5/21,Quebec,45504
2020/5/22,Quebec,46150
2020/5/23,Quebec,46847
2020/5/24,Quebec,47420
2020/5/25,Quebec,47993
2020/5/26,Quebec,48607
2020/5/27,Quebec,49148
2020/5/28,Quebec,49711
2020/5/29,Quebec,50232
2020/5/30,Quebec,50651
2020/5/31,Quebec,51059
2020/6/1,Quebec,51354
2020/6/2,Quebec,51593
2020/6/3,Quebec,51884
2020/6/4,Quebec,52143
2020/6/5,Quebec,52398
2020/6/6,Quebec,52624
2020/6/7,Quebec,52849
2020/6/8,Quebec,53047
2020/6/9,Quebec,53185
2020/6/10,Quebec,53341
2020/6/11,Quebec,53485
2020/6/12,Quebec,53666
2020/6/13,Quebec,53824
2020/6/14,Quebec,53952
2020/6/15,Quebec,54054
2020/6/16,Quebec,54146
2020/6/17,Quebec,54263
2020/6/18,Quebec,54383
2020/6/19,Quebec,54550
2020/6/20,Quebec,54674
2020/6/21,Quebec,54766
2020/6/22,Quebec,54835
2020/6/23,Quebec,54884
2020/6/24,Quebec,54937
2020/6/25,Quebec,55079
2020/6/26,Quebec,55079
2020/6/27,Quebec,55079
2020/6/28,Quebec,55079
2020/6/29,Quebec,55390
2020/6/30,Quebec,55458
2020/7/1,Quebec,55524
2020/7/2,Quebec,55593
2020/7/3,Quebec,55682
2020/7/4,Quebec,55784
2020/7/5,Quebec,55863
2020/7/6,Quebec,55937
2020/7/7,Quebec,55997
2020/7/8,Quebec,56079
2020/7/9,Quebec,56216
2020/7/10,Quebec,56316
2020/7/11,Quebec,56407
2020/7/12,Quebec,56521
2020/7/13,Quebec,56621
2020/7/14,Quebec,56730
2020/7/15,Quebec,56859
2020/7/16,Quebec,57001
2020/7/17,Quebec,57142
2020/7/18,Quebec,57300
2020/7/19,Quebec,57466
2020/7/20,Quebec,57616
2020/7/21,Quebec,57796
2020/7/22,Quebec,57938
2020/7/23,Quebec,58080
2020/7/24,Quebec,58243
2020/7/25,Quebec,58414
2020/7/26,Quebec,58583
2020/7/27,Quebec,58728
2020/7/28,Quebec,58897
2020/7/29,Quebec,59073
2020/7/30,Quebec,59131
2020/7/31,Quebec,59312
2020/8/1,Quebec,59458
2020/8/2,Quebec,59599
2020/8/3,Quebec,59722
2020/8/4,Quebec,59845
2020/8/5,Quebec,60000
2020/8/6,Quebec,60133
2020/8/7,Quebec,60241
2020/8/8,Quebec,60367
2020/8/9,Quebec,60471
2020/8/10,Quebec,60627
2020/8/11,Quebec,60718
2020/8/12,Quebec,60813
2020/8/13,Quebec,60917
2020/8/14,Quebec,61004
2020/8/15,Quebec,61084
2020/8/16,Quebec,61151
2020/8/17,Quebec,61206
2020/8/18,Quebec,61252
2020/8/19,Quebec,61316
2020/8/20,Quebec,61402
2020/8/21,Quebec,61495
2020/8/22,Quebec,61599
2020/8/23,Quebec,61673
2020/8/24,Quebec,61741
2020/8/25,Quebec,61803
2020/8/26,Quebec,61945
2020/8/27,Quebec,62056
2020/8/28,Quebec,62124
2020/8/29,Quebec,62232
2020/8/30,Quebec,62352
2020/8/31,Quebec,62492
2020/9/1,Quebec,62614
2020/9/2,Quebec,62746
2020/9/3,Quebec,62933
2020/9/4,Quebec,63117
2020/9/5,Quebec,63292
2020/9/6,Quebec,63497
2020/9/7,Quebec,63713
2020/9/8,Quebec,63876
2020/9/9,Quebec,64056
2020/9/10,Quebec,64244
2020/9/11,Quebec,64463
2020/9/12,Quebec,64707
2020/9/13,Quebec,64986
2020/9/14,Quebec,65262
2020/9/15,Quebec,65554
2020/9/16,Quebec,65857
2020/9/17,Quebec,66356
2020/9/18,Quebec,66653
2020/9/19,Quebec,67080
2020/9/20,Quebec,67542
2020/9/21,Quebec,68128
2020/9/22,Quebec,68617
2020/9/23,Quebec,69088
2020/9/24,Quebec,69670
2020/9/25,Quebec,70307
2020/9/26,Quebec,71005
2020/9/27,Quebec,71901
2020/9/28,Quebec,72651
2020/9/29,Quebec,73450
2020/9/30,Quebec,74288
2020/10/1,Quebec,75221
2020/10/2,Quebec,76273
2020/10/3,Quebec,77380
2020/10/4,Quebec,78459
2020/10/5,Quebec,79650
2020/10/6,Quebec,81014
2020/10/7,Quebec,81914
2020/10/8,Quebec,82992
2020/10/9,Quebec,84094
2020/10/10,Quebec,85191
2020/10/11,Quebec,86133
2020/10/12,Quebec,86976
2020/10/13,Quebec,87791
2020/10/14,Quebec,88994
2020/10/15,Quebec,89963
2020/10/16,Quebec,91018
2020/10/17,Quebec,91018
2020/10/18,Quebec,93391
2020/10/19,Quebec,94429
2020/10/20,Quebec,95216
2020/10/21,Quebec,96288
2020/10/22,Quebec,97321
2020/10/23,Quebec,98226
2020/10/24,Quebec,99235
2020/10/25,Quebec,100114
2020/10/26,Quebec,100922
2020/10/27,Quebec,101885
2020/10/28,Quebec,102814
2020/10/29,Quebec,103844
2020/10/30,Quebec,104952
2020/10/31,Quebec,106016
2020/11/1,Quebec,106981
2020/11/2,Quebec,108018
2020/11/3,Quebec,108889
2020/11/4,Quebec,109918
2020/11/5,Quebec,111056
2020/11/6,Quebec,112189
2020/11/7,Quebec,113423
2020/11/8,Quebec,114820
2020/11/9,Quebec,115989
2020/11/10,Quebec,117151
2020/11/11,Quebec,118529
2020/11/12,Quebec,119894
2020/11/13,Quebec,121195
2020/11/14,Quebec,122643
2020/11/15,Quebec,123854
2020/11/16,Quebec,125072
2020/11/17,Quebec,126054
2020/11/18,Quebec,127233
2020/11/19,Quebec,128440
2020/11/20,Quebec,129699
2020/11/21,Quebec,130888
2020/11/22,Quebec,132042
2020/11/23,Quebec,133206
2020/11/24,Quebec,134330
2020/11/25,Quebec,135430
2020/11/26,Quebec,136894
2020/11/27,Quebec,138163
2020/11/28,Quebec,139643
2020/11/29,Quebec,141038
2020/11/30,Quebec,142371
2020/12/1,Quebec,143548
2020/12/2,Quebec,145062
2020/12/3,Quebec,146532
2020/12/4,Quebec,147877
2020/12/5,Quebec,149908
2020/12/6,Quebec,151599
2020/12/7,Quebec,153176
2020/12/8,Quebec,154740
2020/12/9,Quebec,156468
2020/12/10,Quebec,158310
2020/12/11,Quebec,160023
2020/12/12,Quebec,161921
2020/12/13,Quebec,163915
2020/12/14,Quebec,165535
2020/12/15,Quebec,167276
2020/12/16,Quebec,169173
2020/12/17,Quebec,171028
2020/12/18,Quebec,172801
2020/12/19,Quebec,174839
2020/12/20,Quebec,176985
2020/12/21,Quebec,179093
2020/12/22,Quebec,181276
2020/12/23,Quebec,183523
2020/12/24,Quebec,185872
2020/12/25,Quebec,185872
2020/12/26,Quebec,185872
2020/12/27,Quebec,192665
2020/12/28,Quebec,194930
2020/12/29,Quebec,197311
